Date,Open,High,Low,Close,Volume,MA_5,Lag_Close,Lead_Close,Volatility_5
2019-01-02,36.89608419898707,37.839390685649526,36.73886584541496,37.61785507202149,148158800,37.61785507202149,,33.87083053588867,
2019-01-03,34.297221690076654,34.71170533997153,33.825570388313054,33.87083053588867,365248800,35.74434280395508,37.61785507202149,35.31675720214844,
2019-01-04,34.42824136270886,35.38583963670284,34.2543503413726,35.31675720214844,234428400,35.60181427001953,33.87083053588867,35.23815155029297,
2019-01-07,35.42157295630101,35.45254119796696,34.754588999265515,35.23815155029297,219111200,35.51089859008789,35.31675720214844,35.90989685058594,
2019-01-08,35.62642842655381,36.16478144522651,35.37869342403088,35.90989685058594,164101200,35.5906982421875,35.23815155029297,36.51971054077149,1.357251851619582
2019-01-09,36.038528801184015,36.81032493088937,35.64310582188923,36.51971054077149,180396400,35.3710693359375,35.90989685058594,36.63642883300781,0.9850184149007057
2019-01-10,36.32675738734217,36.67692379851318,35.93609601066579,36.63642883300781,143122800,35.92418899536133,36.51971054077149,36.27675247192383,0.6522569513279309
2019-01-11,36.41729817808916,36.612627158967406,36.09095022691492,36.27675247192383,108092800,36.116188049316406,36.63642883300781,35.73123550415039,0.5640846479528167
2019-01-14,35.93371395924827,36.033760982487586,35.54543337031035,35.73123550415039,129756800,36.21480484008789,36.27675247192383,36.46254348754883,0.3877434627193406
2019-01-15,35.79555957068169,36.53876824774425,35.74315345783549,36.46254348754883,114843600,36.32533416748047,35.73123550415039,36.90799331665039,0.35661669402900587
2019-01-16,36.46492574846843,37.131909692527415,36.44586864895017,36.90799331665039,122278800,36.40299072265625,36.46254348754883,37.12713241577149,0.4416612595217945
2019-01-17,36.7317059077999,37.55590792834496,36.507789604857706,37.12713241577149,119284800,36.50113143920898,36.90799331665039,37.355831146240234,0.5481761833036418
2019-01-18,37.517811062008555,37.60833138833237,37.15573339148389,37.355831146240234,135004000,36.71694717407227,37.12713241577149,36.51732635498047,0.6421199309575766
2019-01-22,37.25815417619096,37.3343789279958,36.355342850894715,36.51732635498047,121576000,36.87416534423828,37.355831146240234,36.665016174316406,0.38532623612168104
2019-01-23,36.719803058220776,36.955630552057414,36.13619352857585,36.665016174316406,92522400,36.914659881591795,36.51732635498047,36.37440490722656,0.3391227718584994
2019-01-24,36.71027946617382,36.79841536974451,36.14572698586206,36.37440490722656,101766000,36.80794219970703,36.665016174316406,37.57973861694336,0.4168047185661223
2019-01-25,37.03662400515112,37.66787815610995,36.760305150477386,37.57973861694336,134142000,36.89846343994141,36.37440490722656,37.231964111328125,0.5356588314019592
2019-01-28,37.11047553218914,37.23911007071621,36.60309424178136,37.231964111328125,104768400,36.87369003295898,37.57973861694336,36.8460578918457,0.5115394425697809
2019-01-29,37.22004666542963,37.66787943003454,36.710281051690714,36.8460578918457,166348800,36.93943634033203,37.231964111328125,39.36390686035156,0.4740374417682079
2019-01-30,38.887490438441105,39.57829279630373,38.16810062362104,39.36390686035156,244439200,37.47921447753906,36.8460578918457,39.64738082885742,1.1450758351182373
2019-01-31,39.56877167193524,40.257193353717504,39.19954816570171,39.64738082885742,162958400,38.133809661865236,39.36390686035156,39.66643524169922,1.2828349013324933
2019-02-01,39.77124744383965,40.25242544854746,39.52588962440958,39.66643524169922,130672400,38.55114898681641,39.64738082885742,40.79316329956055,1.392277578349068
2019-02-04,39.87844448098369,40.89082955557132,39.84747624498772,40.79316329956055,125982000,39.26338882446289,39.66643524169922,41.491111755371094,1.4580551200034726
2019-02-05,41.176678751547904,41.705501363894136,41.05519385105682,41.491111755371094,144406400,40.19239959716797,40.79316329956055,41.50541305541992,0.9093479081145719
2019-02-06,41.60307569024123,41.82223051192853,41.17430368331649,41.50541305541992,112958400,40.62070083618164,41.491111755371094,40.719329833984375,0.925749539813473
2019-02-07,41.06711193744201,41.43395477698931,40.576403391475225,40.719329833984375,126966800,40.83509063720703,41.50541305541992,40.76717758178711,0.7517662120784089
2019-02-08,40.42747148311235,40.82698507064589,40.2911086563418,40.76717758178711,95280000,41.05523910522461,40.719329833984375,40.53271484375,0.40532078662629106
2019-02-11,40.92026971273372,40.95854736775696,40.489655219617426,40.53271484375,83973600,41.0031494140625,40.76717758178711,40.88199996948242,0.4604131179098058
2019-02-12,40.69300994306237,40.90831540610889,40.59731578698485,40.88199996948242,89134000,40.881327056884764,40.53271484375,40.71213912963867,0.37090681593181274
2019-02-13,41.00160888990955,41.26236858240491,40.64994067511522,40.71213912963867,89960800,40.72267227172851,40.88199996948242,40.860469818115234,0.12606742373826585
2019-02-14,40.599710089365466,40.97051353375331,40.52076378013357,40.860469818115234,87342800,40.75090026855469,40.71213912963867,40.769561767578125,0.14014713178304086
2019-02-15,40.968123035515944,41.07577576743532,40.60927816221216,40.769561767578125,98507200,40.75137710571289,40.860469818115234,40.891563415527344,0.14022039610859963
2019-02-19,40.59970630755749,41.013572995865594,40.54707543963872,40.891563415527344,75891200,40.82314682006836,40.769561767578125,41.15472030639648,0.07863141086543857
2019-02-20,40.953768062081025,41.463328928356844,40.90592281110477,41.15472030639648,104457600,40.87769088745117,40.891563415527344,40.922664642333984,0.17053856037952903
2019-02-21,41.0996960761142,41.23605521603749,40.740851238983446,40.922664642333984,68998800,40.919795989990234,41.15472030639648,41.37959289550781,0.14325210131060903
2019-02-22,41.047063506233734,41.38676949992422,40.9992182600049,41.37959289550781,75652800,41.02362060546875,40.922664642333984,41.681034088134766,0.2429405811497555
2019-02-25,41.66428988945135,42.07337106879654,41.614049992682226,41.681034088134766,87493600,41.20591506958008,41.37959289550781,41.7049560546875,0.33074564990717925
2019-02-26,41.55663465937493,41.937009389498,41.42744844702722,41.7049560546875,68280800,41.36859359741211,41.681034088134766,41.83413314819336,0.3374441305806854
2019-02-27,41.437014272296885,41.865234204574406,41.3221812873632,41.83413314819336,111341600,41.504476165771486,41.7049560546875,41.422645568847656,0.36542410014443366
2019-02-28,41.70254769553677,41.84369242584483,41.36762372743832,41.422645568847656,112861600,41.60447235107422,41.83413314819336,41.858062744140625,0.1951502653586678
2019-03-01,41.692993502073456,41.90112238101423,41.36046403267698,41.858062744140625,103544800,41.70016632080078,41.422645568847656,42.06858444213867,0.173410742882202
2019-03-04,42.03030677744222,42.52311984674224,41.6188310078529,42.06858444213867,109744800,41.77767639160156,41.858062744140625,41.99203109741211,0.23749313538157035
2019-03-05,42.09011624894793,42.10446946129772,41.755192142563,41.99203109741211,78949600,41.83509140014648,42.06858444213867,41.75040435791016,0.2498945947217749
2019-03-06,41.7862873837876,41.98245765954082,41.61165057391955,41.75040435791016,83241600,41.818345642089845,41.99203109741211,41.26716232299805,0.25276377741683725
2019-03-07,41.59490615420206,41.731268964485146,41.1523329803737,41.26716232299805,99185600,41.78724899291992,41.75040435791016,41.36524963378906,0.3154154419290942
2019-03-08,40.745644967787186,41.40352730012009,40.549474665610056,41.36524963378906,95997600,41.68868637084961,41.26716232299805,42.79822540283203,0.3614012740110829
2019-03-11,41.98245426093479,42.85085627009745,41.94896222270755,42.79822540283203,128044000,41.83461456298828,41.36524963378906,43.27907943725586,0.612927943572157
2019-03-12,43.06137936548877,43.70012272136719,42.910663369594886,43.27907943725586,129870400,42.09202423095703,42.79822540283203,43.47046661376953,0.8990443228659956
2019-03-13,43.59964915325102,43.8508412776213,43.281472949096475,43.47046661376953,124130000,42.43603668212891,43.27907943725586,43.953712463378906,1.0517603351259666
2019-03-14,43.99438111199851,44.04223001659465,43.67381389321422,43.953712463378906,94318000,42.97334671020508,43.47046661376953,44.52546310424805,0.9897425660721425
2019-03-15,44.22164379168336,44.814932858748435,43.95609848479259,44.52546310424805,156171600,43.60538940429687,43.953712463378906,44.98000717163086,0.6603144413999683
2019-03-18,44.44891649745156,45.06852106720787,44.446521862203355,44.98000717163086,104879200,44.04174575805664,44.52546310424805,44.6235466003418,0.7124055358014757
2019-03-19,45.05894670851063,45.212053676693046,44.47761623610871,44.6235466003418,126585600,44.310639190673825,44.98000717163086,45.01350784301758,0.5969506894289925
2019-03-20,44.55179214569076,45.331684111556115,44.19294722407938,45.01350784301758,124140800,44.61924743652344,44.6235466003418,46.67136764526367,0.42934241546598007
2019-03-21,45.458473759949264,46.968014081984975,45.40823386690065,46.67136764526367,204136800,45.16277847290039,45.01350784301758,45.704872131347656,0.8701250272215473
2019-03-22,46.731166773875984,47.29335848679614,45.640279037651645,45.704872131347656,169630800,45.398660278320314,46.67136764526367,45.15225982666016,0.8120904778343129
2019-03-25,45.81492412687306,45.92736248979767,44.64030790519113,45.15225982666016,175381200,45.43311080932617,45.704872131347656,44.685752868652344,0.7933272244416733
2019-03-26,45.85080500180008,46.1426657813242,44.157056816652506,44.685752868652344,199202000,45.445552062988284,45.15225982666016,45.08766555786133,0.7777930475418285
2019-03-27,45.15464964676555,45.396270563858714,44.6283445266499,45.08766555786133,119393600,45.460383605957034,44.685752868652344,45.14746856689453,0.7681420390177428
2019-03-28,45.202490423679315,45.3484208136936,44.86278439208317,45.14746856689453,83121600,45.1556037902832,45.08766555786133,45.44172668457031,0.3630249875802427
2019-03-29,45.41302025968838,45.47282774509854,45.10441159077078,45.44172668457031,94256000,45.10297470092773,45.14746856689453,45.75033187866211,0.27086438550414305
2019-04-01,45.84602238790681,45.8555899786877,45.06613415152161,45.75033187866211,111448000,45.222589111328126,45.44172668457031,46.4153938293457,0.39955422579630645
2019-04-02,45.71444820924764,46.52065558665947,45.70488061783693,46.4153938293457,91062800,45.5685173034668,45.75033187866211,46.73356628417969,0.5419484963305686
2019-04-03,46.23118199255174,47.008679231753774,46.20725754043274,46.73356628417969,93087200,45.89769744873047,46.4153938293457,46.81489944458008,0.6631658119824061
2019-04-04,46.599590345608895,46.977574023468094,46.204862473032904,46.81489944458008,76457200,46.23118362426758,46.73356628417969,47.1282958984375,0.608585769716772
2019-04-05,46.99671870773554,47.152220351422955,46.872318122857415,47.1282958984375,74106400,46.56849746704101,46.81489944458008,47.86990737915039,0.5230132853485371
2019-04-08,46.98953939509702,47.901004785809306,46.97040056388295,47.86990737915039,103526800,46.99241256713867,47.1282958984375,47.72637176513672,0.5522509292611882
